PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,orden_en_hogar,Come y duerme  en este hogar,Sexo,Que parentesco o relación tiene con el/la jefe/a del hogar,Age,Cual es el mes en que nació,Cual es el año en que nació,Tiene cédula de ciudadanía ecuatoriana,Está inscrito en el Registro Civil,Tiene seguro de salud privado,Tiene discapacidad permanente por más de un año,Discapacidad intelectual,Discapacidad Fisico-Motora,Discapacidad Visual,Discapacidad Auditiva,Discapacidad Mental,Asiste actualmente a un establecimiento de educación especial para personas con discapacidad,En dónde nació,En que año llegó al Ecuador,Provincia/País Cantón Parroquia de Nacimiento,En que lugar vive habitualmente,Provincia/País Cantón Parroquia Que Vive Habitualmente,Hace 5 años(Noviembre 2005) En que lugar vivía habitualmente,Provincia/País Cantón Parroquia Que Vivía Hace 5 años,Habla Lengua Indígena el Papá,Habla Lengua Indígena la Mamá,Habla Lengua Castellano/Español el Papá,Habla Lengua Castellano/Español la Mamá,Habla Lengua Extranjera el Papá,Habla Lengua Extranjera la Mamá,No habla el Papá,No habla la Mamá,Habla Lengua Indígena,Cual lengua indigena habla,Habla Lengua Castellana,Habla Lengua Extranjera,No habla Ningún Idioma,Como se identifica según su cultura y costumbres,Cual es la Nacionalidad o Pueblo indígena al que pertenece,El/la niño/a participa en el Programa del INFA,El/la niño/a participa en el Programa del Ministerio de Educación,El/la niño/a participa en el Programa del Centro Infantil Privado,El/la niño/a participa en el Programa del Centro Infantil Público,El/la niño/a participa en Otro Programa,"El/la niño/a Le cuida la madre, el padre, familiares o conocidos gratis",El/la niño/a paga a familiares o conocidos por el cuidado,Sabe leer y escribir,En los ultimos 6 meses ha utilizado Telefono Celular,En los ultimos 6 meses ha utilizado Internet,En los utlimos 6 meses ha utilizado Computadora,Asiste actualmente a un establecimiento de enseñanza regular,El establecimiento de enseñanza regular al que asiste es,Cual es el nivel de instrucción más alto al que asiste o asistió,"Cual es el grado, curso o año más alto que aprobó",Tiene algún título de nivel superior o postgrado,Que título tiene,Qué hizo la semana pasada,Si NO ha trabajado,A que se dedica o que hace el negocio o empresa en la que trabaja o trabajo,Que hace o que es en donde trabaja o trabajo,En el lugar indicado trabaja o trabajo como,Cuantas horas trabajo la semana pasada o la última semana que trabajó,El trabajo que realiza o realizó es o fue,Estado conyugal,Seguridad Social aporta o es afiliado,Cuantos hijos e hijas nacidos vivos ha tenido durante toda su vida,Cuantos hijos nacidos vivos ha tenido durante toda su vida,Cuantas hijas nacidas vivas ha tenido durante toda su vida,No sabe cuantos hijo/as nacidos vivos ha tenido durante toda su vida,Total de Hijos Vivos Actualmente,No sabe cuantos hijos estan vivos actualmente,A que edad tuvo su primer hijo o hija,No sabe a que edad tuvo su primer hijo,Año que tuvo su último hijo nacido vivo,Mes que tuvo su último hijo nacido vivo,No sabe cuando  tuvo su último hijo nacido vivo,Esta vivo el último hijo o hija nacido vivo,Discapacidad recodificada,Idioma que habla recodificado,Autoidentificación étnica recodifica,Tipo de actividad,Rama de actividad recodificada,Grupo de ocupación recodificado,Grupos de edad quinquenal,Grandes grupos de edad,Años de escolaridad,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,01,51,999,018,01,006,1,Area rural,6,Si,Mujer,Hijo o HIja,8,Mayo,2002,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,4,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,3,22015199901801,22015199901801006,220151999018010061,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,006,1,Area rural,7,Si,Hombre,Hijo o HIja,4,Febrero,2006,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,Programa del INFA,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901801,22015199901801006,220151999018010061,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,006,1,Area rural,8,Si,Mujer,Hijo o HIja,2,Enero,2008,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,Programa del INFA,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901801,22015199901801006,220151999018010061,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,006,1,Area rural,9,Si,Hombre,Hijo o HIja,0,Septiembre,2010,No,No,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No habla,Indígena,#NULL !,#NULL !,#NULL !,Menor de 1 año,De 0 a 14 años,#NULL !,22015199901801,22015199901801006,220151999018010061,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,44,Septiembre,1966,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,No,Si,No,#NULL !,Superior,5,Que es reconocido por el CONESUP,Licenciados en Ciencias de la Educación (Ciencias Sociales),Trabajó al menos una hora,#NULL !,8510,2341,"Empleado/a u obrero/a del Estado, Gobierno, Municipio, Consejo Provincial, Juntas Parroquiales",40,Fuera del hogar,Casado/a,IESS Seguro general,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,Enseñanza,Profesionales científicos e intelectuales,De 40 a 44 años,De 15 a 64 años,18,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,2,Se ignora,Mujer,Cónyuge o  conviviente,38,Enero,1972,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,No,No,No,#NULL !,Educación Media,3,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,8412,5311,"Empleado/a u obrero/a del Estado, Gobierno, Municipio, Consejo Provincial, Juntas Parroquiales",30,Fuera del hogar,Casado/a,No aporta,6,3,3,#NULL !,5,#NULL !,18,#NULL !,2001,Abril,#NULL !,Si,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,"Administración pública y defensa, planes de seguridad social de afiliación obligatoria",Trabajadores de los servicios y vendedores de comercio y mercado,De 35 a 39 años,De 15 a 64 años,13,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,3,Se ignora,Hombre,Hijo o HIja,18,Abril,1992,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,Si,Si,Si,Municipal,Educación Media,3,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 15 a 19 años,De 15 a 64 años,12,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,4,Si,Mujer,Hijo o HIja,16,Diciembre,1993,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,Si,Si,Si,Particular (Privado),Educación Media,2,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 15 a 19 años,De 15 a 64 años,11,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,5,Si,Mujer,Hijo o HIja,14,Mayo,1996,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,9,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 10 a 14 años,De 0 a 14 años,8,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,007,1,Area rural,6,Si,Mujer,Hijo o HIja,12,Octubre,1998,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,Se ignora,Si,Fiscal (Estado),Educación Básica,8,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No declarado,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 10 a 14 años,De 0 a 14 años,7,22015199901801,22015199901801007,220151999018010071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,009,1,Area rural,1,Si,Mujer,Jefe o Jefa de hogar,27,Septiembre,1983,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,161,6111,Cuenta propia,2,Dentro del hogar,Unido/a,No aporta,3,2,1,#NULL !,3,#NULL !,17,#NULL !,2005,Noviembre,#NULL !,Si,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 25 a 29 años,De 15 a 64 años,7,22015199901801,22015199901801009,220151999018010091,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,009,1,Area rural,2,Si,Hombre,Hijo o HIja,10,Noviembre,2000,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,4,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 10 a 14 años,De 0 a 14 años,3,22015199901801,22015199901801009,220151999018010091,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,009,1,Area rural,3,Si,Hombre,Hijo o HIja,7,Noviembre,2003,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,Si,Fiscal (Estado),Educación Básica,3,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,2,22015199901801,22015199901801009,220151999018010091,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,009,1,Area rural,4,Si,Mujer,Hijo o HIja,5,Noviembre,2005,Si,#NULL !,Se ignora,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,Se ignora,Se ignora,Se ignora,Si,Fiscal (Estado),Educación Básica,1,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,0,22015199901801,22015199901801009,220151999018010091,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,010,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,62,Mayo,1948,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,150150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,No,#NULL !,Pre escolar,1,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,161,6111,Cuenta propia,20,Dentro del hogar,Casado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 60 a 64 años,De 15 a 64 años,0,22015199901801,22015199901801010,220151999018010101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,010,1,Area rural,2,Si,Mujer,Cónyuge o  conviviente,57,Julio,1953,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,150150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,No,#NULL !,Ninguno,#NULL !,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,161,6111,Cuenta propia,20,Dentro del hogar,Casado/a,No aporta,11,6,5,#NULL !,10,#NULL !,14,#NULL !,1994,Mayo,#NULL !,Si,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 55 a 59 años,De 15 a 64 años,0,22015199901801,22015199901801010,220151999018010101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,010,1,Area rural,3,Si,Hombre,Hijo o HIja,16,Mayo,1994,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Media,2,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Es estudiante,#NULL !,#NULL !,De 15 a 19 años,De 15 a 64 años,11,22015199901801,22015199901801010,220151999018010101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,010,1,Area rural,4,Si,Mujer,Hijo o HIja,19,Junio,1991,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,En otro lugar del país,170150,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,No,No,No,#NULL !,Educación Media,3,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,8010,5414,Empleado/a u obrero/a privado,40,Fuera del hogar,Soltero/a,No aporta,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora,Actividades de servicios administrativos y de apoyo,Trabajadores de los servicios y vendedores de comercio y mercado,De 15 a 19 años,De 15 a 64 años,13,22015199901801,22015199901801010,220151999018010101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,011,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,25,Febrero,1985,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Educación Media,3,#NULL !,#NULL !,No trabajó,Buscó trabajo por primera vez y está disponible para trabajar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Casado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Indígena/Castellano Español,Indígena,Busca trabajo por primera vez,Trabajador nuevo,Trabajador nuevo,De 25 a 29 años,De 15 a 64 años,13,22015199901801,22015199901801011,220151999018010111,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,011,1,Area rural,2,Si,Mujer,Cónyuge o  conviviente,21,Mayo,1989,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220150,En esta ciudad o parroquia rural,220151,En esta ciudad o parroquia rural,220151,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,Si,Kichwa,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Educación Básica,3,#NULL !,#NULL !,Al menos una hora realizó labores agrícolas o cuidó animales,#NULL !,161,6111,Cuenta propia,36,Dentro del hogar,Casado/a,No aporta,3,1,2,#NULL !,3,#NULL !,17,#NULL !,2009,Octubre,#NULL !,Si,#NULL !,Indígena/Castellano Español,Indígena,Trabajó al menos 1 hora en labores agricolas,"Agricultura, ganadería, silvicultura y pesca","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",De 20 a 24 años,De 15 a 64 años,3,22015199901801,22015199901801011,220151999018010111,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,01,011,1,Area rural,3,Si,Hombre,Hijo o HIja,4,Abril,2006,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220151,En esta ciudad o parroquia rural,220151,No había nacido,#NULL !,Si,si,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Indígena,Kichwa Amazonia,Programa del INFA,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Indígena,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015199901801,22015199901801011,220151999018010111,ORELLANA,ORELLANA,DAYUMA,220151999018
