PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Secuencial de Hogar,"Del total de cuartos de este hogar, Cuantos son exclusivos para dormir",Ningun Dormitorio,Tiene este hogar cuarto o espacio exclusivo para cocinar,El servicio higiénico o escusado que dispone el hogar es,Dispone este hogar de espacio con instalaciones y/o ducha para bañarse,Cual es el principal combustible o energía que utiliza este hogar para cocinar,"Principalmente, el agua que toman los miembros del hogar",Dispone este hogar de servicio de telefono convencional,Algun miembro de este hogar dispone de servicio de telefono celular,Dispone este hogar de servicio de internet,Dispone este hogar de computadora,Dispone este hogar de servicio de televisión por cable,Cuanto fue el último pago que realizó el hogar por concepto de luz eléctrica,No paga la luz electrica,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar,Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar,Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar,La vivienda que ocupa este hogar es,"Durante el año 2010, Alguna persona de este hogar recibió dinero por parte de familiares o amigos que viven en el exterior",A partir del último censo de población y vivienda(Noviembre 2001) una o mas personas que vivían en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente,Cuantos personas viajaron al Exterior,Total_Personas,Total_Hombres,Total_Mujeres,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,01,51,999,005,03,005,1,Area rural,Hogar 1,3 dormitorios,#NULL !,No,No tiene,No tiene,"Leña, carbón",La hierven,No,Si,Si,Si,No,11,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900503,22015199900503005,220151999005030051,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,006,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,7,#NULL !,Si,1,Si,1,Propia y totalmente pagada,No,No,#NULL !,7,4,3,22015199900503,22015199900503006,220151999005030061,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,007,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,No,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199900503,22015199900503007,220151999005030071,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,009,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,No,No,No,No,16,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900503,22015199900503009,220151999005030091,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,010,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,4,0,22015199900503,22015199900503010,220151999005030101,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,011,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,45,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900503,22015199900503011,220151999005030111,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,012,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,37,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,1,5,22015199900503,22015199900503012,220151999005030121,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,014,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,8,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,2,6,22015199900503,22015199900503014,220151999005030141,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,015,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,34,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,10,5,5,22015199900503,22015199900503015,220151999005030151,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,018,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,9,#NULL !,No,#NULL !,Si,2,Propia y totalmente pagada,No,No,#NULL !,8,6,2,22015199900503,22015199900503018,220151999005030181,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,019,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,27,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,4,3,22015199900503,22015199900503019,220151999005030191,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,020,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,1,3,22015199900503,22015199900503020,220151999005030201,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,021,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,7,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015199900503,22015199900503021,220151999005030211,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,022,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,11,4,7,22015199900503,22015199900503022,220151999005030221,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,023,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,4,5,22015199900503,22015199900503023,220151999005030231,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,025,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,7,#NULL !,No,#NULL !,Si,2,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900503,22015199900503025,220151999005030251,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,026,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,10,6,4,22015199900503,22015199900503026,220151999005030261,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,027,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199900503,22015199900503027,220151999005030271,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,005,03,028,1,Area rural,Hogar 1,0,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,2,0,22015199900503,22015199900503028,220151999005030281,ORELLANA,ORELLANA,DAYUMA,220151999005
Orellana,01,51,999,006,01,004,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,4,3,22015199900601,22015199900601004,220151999006010041,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,007,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,17,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,4,4,22015199900601,22015199900601007,220151999006010071,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,009,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900601,22015199900601009,220151999006010091,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,010,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,3,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900601,22015199900601010,220151999006010101,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,011,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,3,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,2,4,22015199900601,22015199900601011,220151999006010111,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,012,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,13,6,7,22015199900601,22015199900601012,220151999006010121,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,013,1,Area rural,Hogar 1,0,0,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900601,22015199900601013,220151999006010131,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,015,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900601,22015199900601015,220151999006010151,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,016,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,5,3,2,22015199900601,22015199900601016,220151999006010161,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,017,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,3,1,2,22015199900601,22015199900601017,220151999006010171,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,018,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,11,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900601,22015199900601018,220151999006010181,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,019,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,13,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900601,22015199900601019,220151999006010191,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,020,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,2,0,22015199900601,22015199900601020,220151999006010201,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,022,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,5,2,22015199900601,22015199900601022,220151999006010221,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,023,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,1,2,22015199900601,22015199900601023,220151999006010231,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,024,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900601,22015199900601024,220151999006010241,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,025,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900601,22015199900601025,220151999006010251,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,027,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,Si,20,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900601,22015199900601027,220151999006010271,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,028,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900601,22015199900601028,220151999006010281,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,029,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,4,1,22015199900601,22015199900601029,220151999006010291,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,030,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015199900601,22015199900601030,220151999006010301,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,034,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,60,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,4,4,22015199900601,22015199900601034,220151999006010341,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,035,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,Si,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900601,22015199900601035,220151999006010351,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,036,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,20,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199900601,22015199900601036,220151999006010361,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,038,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199900601,22015199900601038,220151999006010381,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,040,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,4,5,22015199900601,22015199900601040,220151999006010401,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,042,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900601,22015199900601042,220151999006010421,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,045,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199900601,22015199900601045,220151999006010451,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,046,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,1,3,22015199900601,22015199900601046,220151999006010461,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,047,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,13,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900601,22015199900601047,220151999006010471,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,048,1,Area rural,Hogar 1,5 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,50,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,3,5,22015199900601,22015199900601048,220151999006010481,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,049,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,8,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,4,5,22015199900601,22015199900601049,220151999006010491,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,051,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,0,2,22015199900601,22015199900601051,220151999006010511,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,052,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,30,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900601,22015199900601052,220151999006010521,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,053,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900601,22015199900601053,220151999006010531,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,054,1,Area rural,Hogar 1,0,0,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,Si,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900601,22015199900601054,220151999006010541,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,055,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,30,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,2,5,22015199900601,22015199900601055,220151999006010551,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,056,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,17,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900601,22015199900601056,220151999006010561,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,058,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,30,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015199900601,22015199900601058,220151999006010581,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,060,1,Area rural,Hogar 1,6 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,140,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900601,22015199900601060,220151999006010601,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,061,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,Si,3,Propia y totalmente pagada,No,No,#NULL !,4,1,3,22015199900601,22015199900601061,220151999006010611,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,062,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,3,#NULL !,Si,2,Si,1,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,5,4,1,22015199900601,22015199900601062,220151999006010621,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,064,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,56,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,4,4,22015199900601,22015199900601064,220151999006010641,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,067,1,Area rural,Hogar 1,6 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,2,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,Si,No,#NULL !,7,5,2,22015199900601,22015199900601067,220151999006010671,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,068,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Compran agua purificada,No,Si,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015199900601,22015199900601068,220151999006010681,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,070,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900601,22015199900601070,220151999006010701,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,071,1,Area rural,Hogar 1,0,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,18,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900601,22015199900601071,220151999006010711,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,072,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,Si,1 Persona,1,0,1,22015199900601,22015199900601072,220151999006010721,ORELLANA,ORELLANA,DAYUMA,220151999006
Orellana,01,51,999,006,01,076,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,1,2,22015199900601,22015199900601076,220151999006010761,ORELLANA,ORELLANA,DAYUMA,220151999006
