PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",Cuantos grupos de personas(hogares) duermen en su vivienda y cocinan los alimentos por separado incluya su hogar,nro_hogares,Total de personas de la vivienda,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,sec_id,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,Total_Personas
Orellana,01,57,999,005,02,008,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900502,220157999005,22015799900502008,220157999005020081,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,001,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504001,220157999005040011,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,003,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504003,220157999005040031,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,008,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504008,220157999005040081,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,009,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504009,220157999005040091,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,011,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504011,220157999005040111,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,04,012,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900504,220157999005,22015799900504012,220157999005040121,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,09,017,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900509,220157999005,22015799900509017,220157999005090171,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,09,019,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900509,220157999005,22015799900509019,220157999005090191,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,57,999,005,09,020,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015799900509,220157999005,22015799900509020,220157999005090201,ORELLANA,ORELLANA,INES ARANGO,0
Orellana,01,58,999,002,01,002,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900201,220158999002,22015899900201002,220158999002010021,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,002,02,002,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900202,220158999002,22015899900202002,220158999002020021,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,01,007,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900301,220158999003,22015899900301007,220158999003010071,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,01,010,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900301,220158999003,22015899900301010,220158999003010101,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,02,001,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900302,220158999003,22015899900302001,220158999003020011,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,02,002,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900302,220158999003,22015899900302002,220158999003020021,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,04,005,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900304,220158999003,22015899900304005,220158999003040051,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,04,010,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900304,220158999003,22015899900304010,220158999003040101,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,04,012,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900304,220158999003,22015899900304012,220158999003040121,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,04,014,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900304,220158999003,22015899900304014,220158999003040141,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,003,05,005,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900305,220158999003,22015899900305005,220158999003050051,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,004,01,011,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900401,220158999004,22015899900401011,220158999004010111,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,004,01,012,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900401,220158999004,22015899900401012,220158999004010121,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,004,01,017,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900401,220158999004,22015899900401017,220158999004010171,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,005,05,001,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900505,220158999005,22015899900505001,220158999005050011,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,005,05,008,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900505,220158999005,22015899900505008,220158999005050081,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,01,011,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900601,220158999006,22015899900601011,220158999006010111,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,01,012,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900601,220158999006,22015899900601012,220158999006010121,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,01,018,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900601,220158999006,22015899900601018,220158999006010181,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,01,019,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900601,220158999006,22015899900601019,220158999006010191,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,01,020,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900601,220158999006,22015899900601020,220158999006010201,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,06,017,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900606,220158999006,22015899900606017,220158999006060171,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,07,007,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900607,220158999006,22015899900607007,220158999006070071,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,006,07,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900607,220158999006,22015899900607008,220158999006070081,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,007,03,002,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900703,220158999007,22015899900703002,220158999007030021,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,007,03,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900703,220158999007,22015899900703003,220158999007030031,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,007,03,017,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900703,220158999007,22015899900703017,220158999007030171,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,007,03,020,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900703,220158999007,22015899900703020,220158999007030201,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,007,03,024,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899900703,220158999007,22015899900703024,220158999007030241,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,01,008,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901001,220158999010,22015899901001008,220158999010010081,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,02,001,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901002,220158999010,22015899901002001,220158999010020011,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,001,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003001,220158999010030011,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,002,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003002,220158999010030021,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003003,220158999010030031,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,004,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003004,220158999010030041,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,005,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003005,220158999010030051,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,006,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003006,220158999010030061,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,007,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003007,220158999010030071,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,03,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901003,220158999010,22015899901003008,220158999010030081,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,07,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901007,220158999010,22015899901007003,220158999010070031,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,010,07,006,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901007,220158999010,22015899901007006,220158999010070061,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,01,005,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901101,220158999011,22015899901101005,220158999011010051,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,01,008,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901101,220158999011,22015899901101008,220158999011010081,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,01,011,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901101,220158999011,22015899901101011,220158999011010111,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,01,012,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901101,220158999011,22015899901101012,220158999011010121,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,02,004,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901102,220158999011,22015899901102004,220158999011020041,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,02,006,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901102,220158999011,22015899901102006,220158999011020061,ORELLANA,ORELLANA,LA BELLEZA,0
Orellana,01,58,999,011,02,007,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,0,#NULL !,#NULL !,22015899901102,220158999011,22015899901102007,220158999011020071,ORELLANA,ORELLANA,LA BELLEZA,0
