PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Secuencial de Hogar,"Del total de cuartos de este hogar, Cuantos son exclusivos para dormir",Ningun Dormitorio,Tiene este hogar cuarto o espacio exclusivo para cocinar,El servicio higiénico o escusado que dispone el hogar es,Dispone este hogar de espacio con instalaciones y/o ducha para bañarse,Cual es el principal combustible o energía que utiliza este hogar para cocinar,"Principalmente, el agua que toman los miembros del hogar",Dispone este hogar de servicio de telefono convencional,Algun miembro de este hogar dispone de servicio de telefono celular,Dispone este hogar de servicio de internet,Dispone este hogar de computadora,Dispone este hogar de servicio de televisión por cable,Cuanto fue el último pago que realizó el hogar por concepto de luz eléctrica,No paga la luz electrica,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar,Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar,Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar,La vivienda que ocupa este hogar es,"Durante el año 2010, Alguna persona de este hogar recibió dinero por parte de familiares o amigos que viven en el exterior",A partir del último censo de población y vivienda(Noviembre 2001) una o mas personas que vivían en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente,Cuantos personas viajaron al Exterior,Total_Personas,Total_Hombres,Total_Mujeres,Identificador de manzana,Identificador de vivienda,Identificador de hogar,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,1,51,999,3,2,27,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,Si,No,7,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020271,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,28,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,No,No,No,No,12,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020281,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,29,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,Si,No,5,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020291,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,30,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,7,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020301,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,31,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,39,#NULL !,Si,1,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,4,2,2,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020311,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,33,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,Si,8,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020331,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,34,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,12,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,Si,No,#NULL !,8,3,5,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020341,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,36,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,Si,No,8,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020361,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,38,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020381,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,42,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,20,#NULL !,No,#NULL !,No,#NULL !,Arrendada,No,No,#NULL !,3,1,2,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020421,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,43,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,De uso exclusivo del hogar,Compartido con varios hogares,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,5,2,3,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020431,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,2,45,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,Si,12,#NULL !,No,#NULL !,No,#NULL !,Propia y la está pagando,No,No,#NULL !,9,7,2,22015199900302,"2,2015199900302E+016","2,2015199900302E+017",220151999003020451,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,1,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,6,1,5,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030011,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,2,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,Compartido con varios hogares,No tiene,"Leña, carbón",Le ponen cloro,No,No,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Arrendada,No,No,#NULL !,7,3,4,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030021,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,3,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,No,No,No,No,13,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030031,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,4,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,20,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030041,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,5,1,Area rural,Hogar 1,5 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,4,4,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030051,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,6,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,16,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,3,2,1,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030061,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,7,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,12,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,2,3,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030071,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,8,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Propia y la está pagando,No,No,#NULL !,15,3,12,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030081,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,9,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,27,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030091,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,11,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,13,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,1,3,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030111,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,3,3,12,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Arrendada,No,No,#NULL !,9,4,5,22015199900303,"2,2015199900303E+016","2,2015199900303E+017",220151999003030121,ORELLANA,ORELLANA,DAYUMA,220151999003
Orellana,1,51,999,4,1,1,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",Compran agua purificada,No,Si,No,No,No,4,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,7,4,3,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010011,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,3,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,Compartido con varios hogares,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,#NULL !,1,No,#NULL !,Si,1,Arrendada,No,No,#NULL !,2,1,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010031,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,4,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,Si,26,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010041,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,5,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,Si,17,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010051,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,6,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,22,#NULL !,Si,2,Si,2,Propia y totalmente pagada,No,No,#NULL !,10,5,5,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010061,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,8,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,Si,9,#NULL !,Si,1,Si,1,Propia y totalmente pagada,No,No,#NULL !,3,1,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010081,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,9,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,No,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010091,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,10,1,Area rural,Hogar 1,5 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,10,5,5,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010101,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,11,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,10,#NULL !,No,#NULL !,Si,1,Arrendada,No,No,#NULL !,4,4,0,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010111,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,12,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010121,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,13,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,Compartido con varios hogares,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,0,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010131,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,14,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,1,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010141,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,15,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,7,#NULL !,No,#NULL !,Si,2,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010151,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,16,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010161,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,17,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,6,2,4,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010171,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,18,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,18,#NULL !,Si,1,No,#NULL !,Propia y la está pagando,No,No,#NULL !,5,3,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010181,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,19,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La hierven,No,Si,No,Si,No,10,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010191,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,20,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,Compartido con varios hogares,Compartido con varios hogares,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010201,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,21,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,31,#NULL !,Si,1,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,6,4,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010211,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,22,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,2,3,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010221,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,25,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,19,#NULL !,No,#NULL !,No,#NULL !,Por servicios,No,No,#NULL !,4,3,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010251,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,26,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Por servicios,No,No,#NULL !,6,2,4,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010261,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,27,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Por servicios,No,No,#NULL !,2,1,1,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010271,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,1,28,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Por servicios,No,No,#NULL !,2,0,2,22015199900401,"2,2015199900401E+016","2,2015199900401E+017",220151999004010281,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,2,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020021,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,3,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,2,0,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020031,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,4,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,2,2,0,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020041,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,5,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,1,1,0,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020051,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,6,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,2,3,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020061,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,7,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020071,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,2,8,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,Si,1,Si,2,Propia y totalmente pagada,No,No,#NULL !,4,1,3,22015199900402,"2,2015199900402E+016","2,2015199900402E+017",220151999004020081,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,1,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,15,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,7,3,4,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030011,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,4,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,15,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030041,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,5,1,Area rural,Hogar 1,3 dormitorios,#NULL !,No,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,15,#NULL !,Si,1,Si,2,Propia y totalmente pagada,No,Si,1 Persona,10,8,2,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030051,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,6,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,15,#NULL !,No,#NULL !,Si,1,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,2,1,1,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030061,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,7,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,Si,No,No,15,#NULL !,Si,1,Si,3,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030071,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,8,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,0,1,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030081,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,9,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,15,#NULL !,Si,1,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,4,3,1,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030091,ORELLANA,ORELLANA,DAYUMA,220151999004
Orellana,1,51,999,4,3,11,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,3,2,1,22015199900403,"2,2015199900403E+016","2,2015199900403E+017",220151999004030111,ORELLANA,ORELLANA,DAYUMA,220151999004
