PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",Cuantos grupos de personas(hogares) duermen en su vivienda y cocinan los alimentos por separado incluya su hogar,nro_hogares,Total de personas de la vivienda,Total_Personas,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,viv_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id,hog_id
Orellana,01,51,999,017,05,004,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Caña no revestida,Tierra,Regular,Malo,Malo,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,1,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901705,22015199901705004,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017050041
Orellana,01,51,999,017,05,005,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Caña no revestida,Tierra,Bueno,Malo,Malo,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901705,22015199901705005,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017050051
Orellana,01,51,999,017,05,006,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tierra,Bueno,Malo,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901705,22015199901705006,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017050061
Orellana,01,51,999,017,05,008,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tierra,Bueno,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901705,22015199901705008,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017050081
Orellana,01,51,999,017,05,010,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tierra,Bueno,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,Sin dormitorio,#NULL !,22015199901705,22015199901705010,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017050101
Orellana,01,51,999,017,06,002,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901706,22015199901706002,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017060021
Orellana,01,51,999,017,06,014,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901706,22015199901706014,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017060141
Orellana,01,51,999,017,07,001,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901707,22015199901707001,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017070011
Orellana,01,51,999,017,07,009,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901707,22015199901707009,ORELLANA,ORELLANA,DAYUMA,220151999017,220151999017070091
Orellana,01,51,999,018,03,013,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015199901803,22015199901803013,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018030131
Orellana,01,52,999,003,04,003,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,No tiene medidor,1,0,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900304,22015299900304003,ORELLANA,ORELLANA,TARACOA,220152999003,220152999003040031
Orellana,01,52,999,003,04,004,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,0,8,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,1 persona,1,3 dormitorios,#NULL !,22015299900304,22015299900304004,ORELLANA,ORELLANA,TARACOA,220152999003,220152999003040041
Orellana,01,52,999,003,06,001,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900306,22015299900306001,ORELLANA,ORELLANA,TARACOA,220152999003,220152999003060011
Orellana,01,52,999,003,06,009,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900306,22015299900306009,ORELLANA,ORELLANA,TARACOA,220152999003,220152999003060091
Orellana,01,52,999,003,06,011,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900306,22015299900306011,ORELLANA,ORELLANA,TARACOA,220152999003,220152999003060111
Orellana,01,52,999,005,01,009,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900501,22015299900501009,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005010091
Orellana,01,52,999,005,04,002,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La entierran,5 cuartos,Si,1 hogares,1,1 persona,1,4 dormitorios,#NULL !,22015299900504,22015299900504002,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040021
Orellana,01,52,999,005,04,004,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,0,2,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900504,22015299900504004,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040041
Orellana,01,52,999,005,04,007,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,De red pública,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,Sin dormitorio,#NULL !,22015299900504,22015299900504007,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040071
Orellana,01,52,999,005,04,008,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900504,22015299900504008,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040081
Orellana,01,52,999,005,04,027,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,2 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900504,22015299900504027,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040271
Orellana,01,52,999,005,04,028,1,Area rural,Choza,Calle o carretera empedrada,Ocupada con personas presentes,"Palma, paja u hoja",Caña no revestida,Caña,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",1 cuarto,Si,1 hogares,1,1 persona,1,Sin dormitorio,#NULL !,22015299900504,22015299900504028,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005040281
Orellana,01,52,999,005,05,012,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tierra,Bueno,Malo,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900505,22015299900505012,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005050121
Orellana,01,52,999,005,05,027,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900505,22015299900505027,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005050271
Orellana,01,52,999,005,05,028,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900505,22015299900505028,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005050281
Orellana,01,52,999,005,05,032,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,De red pública,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,3 dormitorios,#NULL !,22015299900505,22015299900505032,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005050321
Orellana,01,52,999,005,06,003,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Regular,"De río, vertiente, acequia o canal",Por tubería dentro de la vivienda,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,La queman,5 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900506,22015299900506003,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005060031
Orellana,01,52,999,005,06,008,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900506,22015299900506008,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005060081
Orellana,01,52,999,005,06,023,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900506,22015299900506023,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005060231
Orellana,01,52,999,005,06,031,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015299900506,22015299900506031,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005060311
Orellana,01,52,999,005,06,035,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,La entierran,4 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015299900506,22015299900506035,ORELLANA,ORELLANA,TARACOA,220152999005,220152999005060351
Orellana,01,54,999,004,07,005,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015499900407,22015499900407005,ORELLANA,ORELLANA,EL DORADO,220154999004,220154999004070051
Orellana,01,56,999,002,01,002,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015699900201,22015699900201002,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002010021
Orellana,01,56,999,002,01,004,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Bueno,Bueno,"De río, vertiente, acequia o canal","Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015699900201,22015699900201004,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002010041
Orellana,01,56,999,002,01,006,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015699900201,22015699900201006,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002010061
Orellana,01,56,999,002,01,008,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La queman,4 cuartos,Si,1 hogares,1,1 persona,1,3 dormitorios,#NULL !,22015699900201,22015699900201008,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002010081
Orellana,01,56,999,002,01,012,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015699900201,22015699900201012,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002010121
Orellana,01,56,999,002,04,007,1,Area rural,Otra vivienda particular,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Otros materiales,Otros materiales,Tabla sin tratar,Regular,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015699900204,22015699900204007,ORELLANA,ORELLANA,GARCIA MORENO,220156999002,220156999002040071
Orellana,01,57,999,001,06,002,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900106,22015799900106002,ORELLANA,ORELLANA,INES ARANGO,220157999001,220157999001060021
Orellana,01,57,999,002,04,003,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tierra,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900204,22015799900204003,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002040031
Orellana,01,57,999,002,05,005,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,3 dormitorios,#NULL !,22015799900205,22015799900205005,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002050051
Orellana,01,57,999,002,05,006,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De red pública,Por tubería dentro de la vivienda,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La queman,4 cuartos,Si,1 hogares,1,1 persona,1,4 dormitorios,#NULL !,22015799900205,22015799900205006,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002050061
Orellana,01,57,999,002,05,013,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900205,22015799900205013,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002050131
Orellana,01,57,999,002,05,017,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La queman,4 cuartos,Si,1 hogares,1,1 persona,1,3 dormitorios,#NULL !,22015799900205,22015799900205017,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002050171
Orellana,01,57,999,002,05,026,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,Por carro recolector,4 cuartos,Si,1 hogares,1,1 persona,1,4 dormitorios,#NULL !,22015799900205,22015799900205026,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002050261
Orellana,01,57,999,002,07,003,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tierra,Bueno,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900207,22015799900207003,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002070031
Orellana,01,57,999,002,09,004,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,4 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,1,22015799900209,22015799900209004,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002090041
Orellana,01,57,999,002,10,003,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900210,22015799900210003,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002100031
Orellana,01,57,999,002,10,005,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,3 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900210,22015799900210005,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002100051
Orellana,01,57,999,002,11,003,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,2,Por carro recolector,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900211,22015799900211003,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002110031
Orellana,01,57,999,002,11,010,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,Por carro recolector,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900211,22015799900211010,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002110101
Orellana,01,57,999,002,11,013,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,La queman,2 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015799900211,22015799900211013,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002110131
Orellana,01,57,999,002,13,002,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,No tiene medidor,5,0,La queman,3 cuartos,Si,1 hogares,1,1 persona,1,2 dormitorios,#NULL !,22015799900213,22015799900213002,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002130021
Orellana,01,57,999,002,13,007,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,No tiene,#NULL !,#NULL !,#NULL !,La entierran,2 cuartos,Si,1 hogares,1,1 persona,1,1 dormitorio,#NULL !,22015799900213,22015799900213007,ORELLANA,ORELLANA,INES ARANGO,220157999002,220157999002130071
