PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",Cuantos grupos de personas(hogares) duermen en su vivienda y cocinan los alimentos por separado incluya su hogar,nro_hogares,Total de personas de la vivienda,Total_Personas,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,viv_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id,hog_id
Orellana,01,57,999,001,03,020,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015799900103,22015799900103020,ORELLANA,ORELLANA,INES ARANGO,220157999001,220157999001030201
Orellana,01,58,999,007,02,024,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,0,3,Por carro recolector,3 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899900702,22015899900702024,ORELLANA,ORELLANA,LA BELLEZA,220158999007,220158999007020241
Orellana,01,58,999,007,02,027,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,4 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899900702,22015899900702027,ORELLANA,ORELLANA,LA BELLEZA,220158999007,220158999007020271
Orellana,01,58,999,010,05,004,1,Area rural,Choza,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Caña revestida o bahareque,Tierra,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,1 cuarto,Si,1 hogares,1,2 personas,2,Sin dormitorio,#NULL !,22015899901005,22015899901005004,ORELLANA,ORELLANA,LA BELLEZA,220158999010,220158999010050041
Orellana,01,58,999,013,06,005,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,4 cuartos,Si,1 hogares,1,2 personas,2,4 dormitorios,#NULL !,22015899901306,22015899901306005,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013060051
Orellana,01,58,999,015,01,012,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899901501,22015899901501012,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010121
Orellana,01,58,999,015,01,025,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,2 personas,2,1 dormitorio,#NULL !,22015899901501,22015899901501025,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010251
Orellana,01,58,999,015,01,026,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Bueno,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899901501,22015899901501026,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010261
Orellana,01,58,999,015,01,028,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899901501,22015899901501028,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010281
Orellana,01,58,999,015,01,047,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,2 personas,2,3 dormitorios,#NULL !,22015899901501,22015899901501047,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010471
Orellana,01,58,999,015,01,049,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Bueno,Bueno,Bueno,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,2 personas,2,2 dormitorios,#NULL !,22015899901501,22015899901501049,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010491
Orellana,01,58,999,015,02,012,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,2 personas,2,1 dormitorio,#NULL !,22015899901502,22015899901502012,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020121
Orellana,01,51,999,007,01,003,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La entierran,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900701,22015199900701003,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010031
Orellana,01,51,999,007,01,005,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900701,22015199900701005,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010051
Orellana,01,51,999,007,01,006,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De red pública,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900701,22015199900701006,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010061
Orellana,01,51,999,007,01,017,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Ladrillo o cemento,Regular,Regular,Bueno,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199900701,22015199900701017,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010171
Orellana,01,51,999,007,01,023,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199900701,22015199900701023,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010231
Orellana,01,51,999,007,01,024,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900701,22015199900701024,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010241
Orellana,01,51,999,007,01,044,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199900701,22015199900701044,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010441
Orellana,01,51,999,007,01,050,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,4,0,La queman,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900701,22015199900701050,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010501
Orellana,01,51,999,009,04,004,1,Area rural,Rancho,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,3,3 dormitorios,#NULL !,22015199900904,22015199900904004,ORELLANA,ORELLANA,DAYUMA,220151999009,220151999009040041
Orellana,01,51,999,009,04,023,1,Area rural,Rancho,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199900904,22015199900904023,ORELLANA,ORELLANA,DAYUMA,220151999009,220151999009040231
Orellana,01,51,999,011,01,002,1,Area rural,Mediagua,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199901101,22015199901101002,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011010021
Orellana,01,51,999,011,01,011,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tierra,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901101,22015199901101011,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011010111
Orellana,01,51,999,011,01,014,1,Area rural,Casa/Villa,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901101,22015199901101014,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011010141
Orellana,01,51,999,011,02,008,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",5 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199901102,22015199901102008,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011020081
Orellana,01,51,999,011,02,011,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,No tiene medidor,3,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199901102,22015199901102011,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011020111
Orellana,01,51,999,011,02,017,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,No tiene medidor,3,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,3,3 dormitorios,#NULL !,22015199901102,22015199901102017,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011020171
Orellana,01,51,999,011,03,016,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",3 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901103,22015199901103016,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030161
Orellana,01,51,999,011,03,020,1,Area rural,Mediagua,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901103,22015199901103020,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030201
Orellana,01,51,999,011,03,027,1,Area rural,Mediagua,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901103,22015199901103027,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030271
Orellana,01,51,999,011,04,010,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,No tiene medidor,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901104,22015199901104010,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040101
Orellana,01,51,999,016,02,011,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,2,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901602,22015199901602011,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016020111
Orellana,01,51,999,016,04,002,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Caña revestida o bahareque,Tierra,Regular,Regular,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901604,22015199901604002,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016040021
Orellana,01,51,999,016,04,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901604,22015199901604003,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016040031
Orellana,01,51,999,018,01,031,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Regular,De pozo,"Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,10,0,La entierran,6 cuartos,Si,1 hogares,1,3 personas,3,3 dormitorios,#NULL !,22015199901801,22015199901801031,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010311
Orellana,01,51,999,018,01,035,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901801,22015199901801035,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010351
Orellana,01,51,999,018,01,052,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015199901801,22015199901801052,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010521
Orellana,01,51,999,018,01,056,1,Area rural,Cuarto(s) en casa de inquilinato,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,De pozo,"Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015199901801,22015199901801056,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010561
Orellana,01,58,999,007,02,023,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899900702,22015899900702023,ORELLANA,ORELLANA,LA BELLEZA,220158999007,220158999007020231
Orellana,01,58,999,007,02,026,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015899900702,22015899900702026,ORELLANA,ORELLANA,LA BELLEZA,220158999007,220158999007020261
Orellana,01,58,999,013,01,014,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901301,22015899901301014,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010141
Orellana,01,58,999,013,06,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Generador de luz (Planta eléctrica),#NULL !,3,0,De otra forma,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901306,22015899901306003,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013060031
Orellana,01,58,999,013,06,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,4 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901306,22015899901306008,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013060081
Orellana,01,58,999,014,05,007,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015899901405,22015899901405007,ORELLANA,ORELLANA,LA BELLEZA,220158999014,220158999014050071
Orellana,01,58,999,015,01,003,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,"Hormigón (losa, cemento)",Hormigón,Ladrillo o cemento,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,2 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015899901501,22015899901501003,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010031
Orellana,01,58,999,015,01,015,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Bueno,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,3 personas,3,2 dormitorios,#NULL !,22015899901501,22015899901501015,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010151
Orellana,01,58,999,015,01,019,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901501,22015899901501019,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010191
Orellana,01,58,999,015,01,031,1,Area rural,Mediagua,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901501,22015899901501031,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010311
Orellana,01,58,999,015,01,048,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,3 personas,3,3 dormitorios,#NULL !,22015899901501,22015899901501048,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010481
Orellana,01,58,999,015,01,064,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,"Cerámica, baldosa, vinil o mármol",Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901501,22015899901501064,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010641
Orellana,01,58,999,015,02,002,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,3 personas,3,1 dormitorio,#NULL !,22015899901502,22015899901502002,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020021
Orellana,01,58,999,015,02,003,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Otros materiales,Otros materiales,Otros materiales,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,1 cuarto,Si,1 hogares,1,3 personas,3,Sin dormitorio,#NULL !,22015899901502,22015899901502003,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020031
