PROVINCIA	CANTON	PARROQUIA	ZONA	SECTOR	MANZANA	No. DE VIVIENDA	No. DE HOGAR	Area urbana o rural	Secuencial de Hogar	Del total de cuartos de este hogar, Cuantos son exclusivos para dormir	Ningun Dormitorio	Tiene este hogar cuarto o espacio exclusivo para cocinar	El servicio higi‚nico o escusado que dispone el hogar es	Dispone este hogar de espacio con instalaciones y/o ducha para ba¤arse	Cual es el principal combustible o energ¡a que utiliza este hogar para cocinar	Principalmente, el agua que toman los miembros del hogar	Dispone este hogar de servicio de telefono convencional	Algun miembro de este hogar dispone de servicio de telefono celular	Dispone este hogar de servicio de internet	Dispone este hogar de computadora	Dispone este hogar de servicio de televisi¢n por cable	Cuanto fue el £ltimo pago que realiz¢ el hogar por concepto de luz el‚ctrica	No paga la luz electrica	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar	Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar	Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar	La vivienda que ocupa este hogar es	Durante el a¤o 2010, Alguna persona de este hogar recibi¢ dinero por parte de familiares o amigos que viven en el exterior	A partir del £ltimo censo de poblaci¢n y vivienda(Noviembre 2001) una o mas personas que viv¡an en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente	Cuantos personas viajaron al Exterior	Total_Personas	Total_Hombres	Total_Mujeres	Identificador de manzana	sec_id	viv_id	hog_id	Nombre de provincia	Nombre de cant¢n	Nombre de parroquia
Orellana	01	51	999	011	01	002	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	Si	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	1	2	22015199901101	220151999011	22015199901101002	220151999011010021	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901101	220151999011	22015199901101003	220151999011010031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	004	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901101	220151999011	22015199901101004	220151999011010041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	005	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901101	220151999011	22015199901101005	220151999011010051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	006	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	5	2	22015199901101	220151999011	22015199901101006	220151999011010061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	007	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	4	1	22015199901101	220151999011	22015199901101007	220151999011010071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	008	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	5	2	22015199901101	220151999011	22015199901101008	220151999011010081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	009	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901101	220151999011	22015199901101009	220151999011010091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	010	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	5	3	22015199901101	220151999011	22015199901101010	220151999011010101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	011	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	2	1	22015199901101	220151999011	22015199901101011	220151999011010111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	013	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	Si	3	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901101	220151999011	22015199901101013	220151999011010131	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	014	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	0	3	22015199901101	220151999011	22015199901101014	220151999011010141	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	015	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901101	220151999011	22015199901101015	220151999011010151	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	016	1	Area rural	Hogar 1	10	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	4	2	22015199901101	220151999011	22015199901101016	220151999011010161	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	01	017	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	5	2	22015199901101	220151999011	22015199901101017	220151999011010171	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	001	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	7	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	6	4	22015199901102	220151999011	22015199901102001	220151999011020011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	002	1	Area rural	Hogar 1	0	0	No	No tiene	No tiene	No cocina	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901102	220151999011	22015199901102002	220151999011020021	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	29	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901102	220151999011	22015199901102003	220151999011020031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	004	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	6	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901102	220151999011	22015199901102004	220151999011020041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	005	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	12	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901102	220151999011	22015199901102005	220151999011020051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	006	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901102	220151999011	22015199901102006	220151999011020061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	007	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	18	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901102	220151999011	22015199901102007	220151999011020071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	008	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	1	2	22015199901102	220151999011	22015199901102008	220151999011020081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	009	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	10	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	2	2	22015199901102	220151999011	22015199901102009	220151999011020091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	010	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	25	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	4	1	22015199901102	220151999011	22015199901102010	220151999011020101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	011	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	25	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	2	1	22015199901102	220151999011	22015199901102011	220151999011020111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	012	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	2	5	22015199901102	220151999011	22015199901102012	220151999011020121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	013	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	1	3	22015199901102	220151999011	22015199901102013	220151999011020131	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	014	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	4	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	1	3	22015199901102	220151999011	22015199901102014	220151999011020141	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	015	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901102	220151999011	22015199901102015	220151999011020151	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	016	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	6	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	0	2	22015199901102	220151999011	22015199901102016	220151999011020161	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	017	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	2	1	22015199901102	220151999011	22015199901102017	220151999011020171	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	024	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Arrendada	No	No	#NULL !	4	3	1	22015199901102	220151999011	22015199901102024	220151999011020241	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	025	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901102	220151999011	22015199901102025	220151999011020251	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	028	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	18	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901102	220151999011	22015199901102028	220151999011020281	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	029	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	46	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901102	220151999011	22015199901102029	220151999011020291	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	030	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	Si	No	No	No	30	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901102	220151999011	22015199901102030	220151999011020301	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	031	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	10	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	3	2	22015199901102	220151999011	22015199901102031	220151999011020311	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	033	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	4	2	22015199901102	220151999011	22015199901102033	220151999011020331	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	034	1	Area rural	Hogar 1	0	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	5	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901102	220151999011	22015199901102034	220151999011020341	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	035	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	4	6	22015199901102	220151999011	22015199901102035	220151999011020351	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	036	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901102	220151999011	22015199901102036	220151999011020361	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	02	037	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	7	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	5	2	22015199901102	220151999011	22015199901102037	220151999011020371	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	001	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	6	1	22015199901103	220151999011	22015199901103001	220151999011030011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	002	1	Area rural	Hogar 1	0	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	2	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015199901103	220151999011	22015199901103002	220151999011030021	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	003	1	Area rural	Hogar 1	0	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	1	0	22015199901103	220151999011	22015199901103003	220151999011030031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	004	1	Area rural	Hogar 1	0	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015199901103	220151999011	22015199901103004	220151999011030041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	005	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	29	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901103	220151999011	22015199901103005	220151999011030051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	006	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	4	4	22015199901103	220151999011	22015199901103006	220151999011030061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	008	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	4	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	4	4	22015199901103	220151999011	22015199901103008	220151999011030081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	009	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	6	2	22015199901103	220151999011	22015199901103009	220151999011030091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	010	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901103	220151999011	22015199901103010	220151999011030101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	011	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	5	1	22015199901103	220151999011	22015199901103011	220151999011030111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	012	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Prestada o cedida (no pagada)	No	No	#NULL !	10	6	4	22015199901103	220151999011	22015199901103012	220151999011030121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	013	1	Area rural	Hogar 1	0	0	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901103	220151999011	22015199901103013	220151999011030131	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	014	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Arrendada	No	No	#NULL !	8	5	3	22015199901103	220151999011	22015199901103014	220151999011030141	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	015	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	6	4	22015199901103	220151999011	22015199901103015	220151999011030151	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	016	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	1	2	22015199901103	220151999011	22015199901103016	220151999011030161	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	017	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901103	220151999011	22015199901103017	220151999011030171	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	018	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	3	2	22015199901103	220151999011	22015199901103018	220151999011030181	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	019	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	4	1	22015199901103	220151999011	22015199901103019	220151999011030191	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	020	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	1	2	22015199901103	220151999011	22015199901103020	220151999011030201	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	021	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	3	2	22015199901103	220151999011	22015199901103021	220151999011030211	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	022	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901103	220151999011	22015199901103022	220151999011030221	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	023	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	3	6	22015199901103	220151999011	22015199901103023	220151999011030231	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	024	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901103	220151999011	22015199901103024	220151999011030241	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	025	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	1	4	22015199901103	220151999011	22015199901103025	220151999011030251	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	026	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	3	1	22015199901103	220151999011	22015199901103026	220151999011030261	ORELLANA	ORELLANA	DAYUMA
